sentence,manual annotation,predicted annotation
ඒක තමයි මට ඔයාට කියන්න පුළුවන් .,"[ ඒක ARG1 , තමයි be.01 , මට ARG2 , ඔයාට ARG2 , කියන්න ARG2 , පුළුවන් ARG2 , . O ] , [ ඒක O , තමයි O , මට ARG0 , ඔයාට ARG2 , කියන්න tell.01 , පුළුවන් ARGM-MOD , . O ]","[ ඒක ARG1 , තමයි be.01 , මට ARG2 , ඔයාට ARG2 , කියන්න ARG2 , පුළුවන් ARGM-MOD , . O ], [ ඒක ARG1 , තමයි O , මට ARG2 , ඔයාට ARG2 , කියන්න tell.01 , පුළුවන් ARGM-MOD , . O ]"
එවැනි ක්‍රියාදාමයන්ට අපි දිගටම සහාය දෙන්නෙමු .,"[ එවැනි ARG1 , ක්‍රියාදාමයන්ට ARG1 , අපි ARG0 , දිගටම continue.01 , සහාය ARG1 , දෙන්නෙමු ARG1 , . O ] , [ එවැනි ARG1 , ක්‍රියාදාමයන්ට ARG1 , අපි ARG0 , දිගටම O , සහාය support.01 , දෙන්නෙමු support.01 , . O ]","[ එවැනි ARG0 , ක්\u200dරියාදාමයන්ට ARG0 , අපි ARG0 , දිගටම continue.01 , සහාය O , දෙන්නෙමු ARGM-MOD , . O ], [ එවැනි ARG0 , ක්\u200dරියාදාමයන්ට ARG0 , අපි ARG0 , දිගටම O , සහාය support.01 , දෙන්නෙමු support.01 , . O ]"
ඔවුහු වඩ වඩාත් අත්‍යවශ්‍ය වෙමින් පවතී .,"[ ඔවුහු ARG1 , වඩ ARG2 , වඩාත් ARG2 , අත්‍යවශ්‍ය O , වෙමින් become.01 , පවතී become.01 , . O ]","[ ඔවුහු ARG0 , වඩ become.01 , වඩාත් O , අත්\u200dයවශ්\u200dය O , වෙමින් O , පවතී O , . O ]"
මේ පාර්ලිමේන්තුවේදී මේ බව පවසා තිබේ .,"[ මේ ARGM-LOC , පාර්ලිමේන්තුවේදී ARGM-LOC , මේ ARG1 , බව O , පවසා say.01 , තිබේ say.01 , . O ]","[ මේ O , පාර්ලිමේන්තුවේදී O , මේ O , බව be.03 , පවසා O , තිබේ O , . O ], [ මේ ARG0 , පාර්ලිමේන්තුවේදී ARG0 , මේ ARG1 , බව ARG1 , පවසා say.01 , තිබේ O , . O ], [ මේ ARG1 , පාර්ලිමේන්තුවේදී O , මේ O , බව O , පවසා O , තිබේ have.01 , . O ]"
අර්බුදය තුළ මෙම පරිවර්තනය දිගටම පැවතිය යුතුය .,"[ අර්බුදය ARGM-TMP , තුළ O , මෙම ARG1 , පරිවර්තනය ARG1 , දිගටම continue.01 , පැවතිය O , යුතුය ARGM-MOD , . O ]","[ අර්බුදය ARG0 , තුළ ARGM-LOC , මෙම ARGM-LOC , පරිවර්තනය O , දිගටම continue.01 , පැවතිය O , යුතුය ARGM-MOD , . O ]"
මෙම සභාව කුහක වන්නේ ඇයි ?,"[ මෙම ARG1 , සභාව ARG1 , කුහක ARG2 , වන්නේ be.01 , ඇයි ARGM-CAU , ? O ]","[ මෙම ARG1 , සභාව ARG1 , කුහක ARG1 , වන්නේ be.01 , ඇයි ARGM-CAU , ? O , . O ]"
ඒ අනුව මෙම යෝජනාවට සහයෝගය දැක්වීම ගැන මම සතුටු වෙමි .,"[ ඒ ARG1 , අනුව ARG1 , මෙම ARG1 , යෝජනාවට ARG1 , සහයෝගය support.01 , දැක්වීම O , ගැන O , මම ARG0 , සතුටු O , වෙමි O , . O ] , [ ඒ ARGM-ADV , අනුව ARGM-ADV , මෙම ARG2 , යෝජනාවට ARG2 , සහයෝගය ARG2 , දැක්වීම ARG2 , ගැන O , මම ARG1 , සතුටු ARG2 , වෙමි O , . O ]","[ ඒ ARG1 , අනුව ARGM-ADV , මෙම ARG1 , යෝජනාවට ARG1 , සහයෝගය support.01 , දැක්වීම O , ගැන O , මම O , සතුටු O , වෙමි O , . O ]"
ඒ නිසා තමයි මම 24 වැනි සංශෝධනයට සහාය දැක්වූයේ .,"[ ඒ ARG1 , නිසා ARG2 , තමයි be.01 , මම ARG2 , 24 ARG2 , වැනි ARG2 , සංශෝධනයට ARG2 , සහාය ARG2 , දැක්වූයේ ARG2 , . O ] , [ ඒ O , නිසා ARGM-CAU , තමයි O , මම ARG0 , 24 ARG1 , වැනි ARG1 , සංශෝධනයට ARG1 , සහාය support.01 , දැක්වූයේ support.01 , . O ]","[ ඒ ARG1 , නිසා ARG2 , තමයි be.01 , මම ARG2 , 24 ARG2 , වැනි ARG2 , සංශෝධනයට ARG2 , සහාය O , දැක්වූයේ O , . O ], [ ඒ O , නිසා ARGM-CAU , තමයි O , මම ARG0 , 24 ARG1 , වැනි ARG1 , සංශෝධනයට ARG1 , සහාය support.01 , දැක්වූයේ support.01 , . O ]"
එබැවින් මට වාර්තාව සම්පූර්ණයෙන් අනුමත කළ නොහැක .,"[ එබැවින් ARGM-DIS , මට ARG0 , වාර්තාව ARG1 , සම්පූර්ණයෙන් ARGM-EXT , අනුමත endorse.01 , කළ endorse.01 , නොහැක O , . O ]","[ එබැවින් ARGM-DIS , මට ARG0 , වාර්තාව ARG0 , සම්පූර්ණයෙන් ARGM-MNR , අනුමත approve.01 , කළ approve.01 , නොහැක O , . O ]"
සාමය ඇති කර ගැනීමට අවශ්‍ය වන්නේ කුමක්ද ?,"[ සාමය ARG0 , ඇති ARG0 , කර ARG0 , ගැනීමට ARG0 , අවශ්‍ය take.10 , වන්නේ take.10 , කුමක්ද ARG1 , ? O]","[ සාමය O , ඇති have.01 , කර O , ගැනීමට O , අවශ්\u200dය O , වන්නේ O , කුමක්ද ARG2 , ? O , . O ], [ සාමය O , ඇති O , කර O , ගැනීමට O , අවශ්\u200dය need.01 , වන්නේ need.01 , කුමක්ද ARG1 , ? O , . O ]"
එය ජලය පිළිබඳ සම්මන්ත්‍රණයක් විය .,"[ එය ARG1 , ජලය ARG2 , පිළිබඳ ARG2 , සම්මන්ත්‍රණයක් ARG2 , විය be.01 , . O ]","[ එය ARG1 , ජලය ARG1 , පිළිබඳ ARG2 , සම්මන්ත්\u200dරණයක් ARG2 , විය be.01 , . O ]"
එක් පැහැදිලි කරුණක් අප මතක තබා ගත යුතුය .,"[ එක් ARG1 , පැහැදිලි ARG1 , කරුණක් ARG1 , අප ARG0 , මතක remember.01 , තබා O , ගත O , යුතුය ARGM-MOD , . O ]","[ එක් ARG1 , පැහැදිලි ARG1 , කරුණක් ARG1 , අප ARG0 , මතක remember.01 , තබා O , ගත O , යුතුය ARGM-MOD , . O ]"
එය ආහාර නිෂ්පාදනයට හානි කරාවි .,"[ එය ARG0 , ආහාර ARG1 , නිෂ්පාදනයට ARG1 , හානි damage.01 , කරාවි damage.01 , . O ]","[ එය ARG1 , ආහාර ARG1 , නිෂ්පාදනයට ARG1 , හානි damage.01 , කරාවි O , . O ]"
"මෙය රාජකාරියක් , ජනාධිපතිතුමනි . ","[ මෙය ARG1 , රාජකාරියක් ARG2 , , O , ජනාධිපතිතුමනි ARGM-DIS , . O ]",[ ]
අපට වෙනස් දෙයක් අවශ්‍ය විය .,"[ අපට ARG0 , වෙනස් ARG1 , දෙයක් ARG1 , අවශ්‍ය need.01 , විය need.01 , . O ]","[ අපට ARG0 , වෙනස් ARG1 , දෙයක් ARG1 , අවශ්\u200dය need.01 , විය O , . O ]"
අපි මේ පිළිබඳව අඛණ්ඩව කටයුතු කරමින් සිටිමු .,"[ අපි ARG0 , මේ ARG1 , පිළිබඳව ARG1 , අඛණ්ඩව O , කටයුතු work.01 , කරමින් work.01 , සිටිමු work.01 , . O ] , [ අපි ARG0 , මේ ARG1 , පිළිබඳව ARG1 , අඛණ්ඩව continue.01 , කටයුතු ARG1 , කරමින් ARG1 , සිටිමු ARG1 , . O ]","[ අපි ARG0 , මේ ARG1 , පිළිබඳව ARG1 , අඛණ්ඩව continue.01 , කටයුතු O , කරමින් O , සිටිමු O , . O ], [ අපි ARG0 , මේ ARG1 , පිළිබඳව ARG1 , අඛණ්ඩව O , කටයුතු O , කරමින් O , සිටිමු be.01 , . O ]"
අපට ඡන්ද ලැයිස්තුව මාරු කළ හැකිද ?,"[ අපට ARG0 , ඡන්ද ARG1 , ලැයිස්තුව ARG1 , මාරු switch.01 , කළ switch.01 , හැකිද O , ? O]",[ ]
ඒ වෙනුවට මිනිසුන් මෙම හැසිරීම අකීකරුකම ලෙස සලකයි .,"[ ඒ ARGM-DIS , වෙනුවට ARGM-DIS , මිනිසුන් ARG0 , මෙම ARG1 , හැසිරීම ARG1 , අකීකරුකම ARG2 , ලෙස ARG2 , සලකයි treat.01 , . O ]","[ ඒ ARGM-DIS , වෙනුවට ARGM-DIS , මිනිසුන් ARG1 , මෙම ARG1 , හැසිරීම ARG1 , අකීකරුකම ARG2 , ලෙස O , සලකයි treat.01 , . O ]"
"කෙසේ වෙතත් , එය බලාපොරොත්තු නොවූ ප්‍රතිවිපාක ඇති කළ හැකිය .","[ කෙසේ ARGM-DIS , වෙතත් ARGM-DIS , , O , එය ARG0 , බලාපොරොත්තු ARG1 , නොවූ ARG1 , ප්‍රතිවිපාක ARG1 , ඇති have.03 , කළ O , හැකිය O , . O ]","[ කෙසේ ARGM-DIS , වෙතත් O , , O , එය ARG1 , බලාපොරොත්තු hope.01 , නොවූ ARG2 , ප්\u200dරතිවිපාක ARG1 , ඇති O , කළ O , හැකිය ARGM-MOD , . O ], [ කෙසේ ARGM-DIS , වෙතත් O , , O , එය ARG1 , බලාපොරොත්තු ARG1 , නොවූ ARG2 , ප්\u200dරතිවිපාක ARG2 , ඇති O , කළ do.02 , හැකිය ARGM-MOD , . O ]"
ඔබ ඔබේ කතා කිරීමේ කාලය 50 % කින් ඉක්ම වූවේය .,"[ ඔබ ARG0 , ඔබේ ARG1 , කතා ARG1 , කිරීමේ ARG1 , කාලය ARG1 , 50 ARG2 , % ARG2 , කින් ARG2 , ඉක්ම exceed.01 , වූවේය exceed.01 , . O ]","[ ඔබ ARG0 , ඔබේ ARG1 , කතා speak.01 , කිරීමේ speak.01 , කාලය ARG1 , 50 ARG1 , % O , කින් O , ඉක්ම O , වූවේය O , . O ]"
මෙය විවාදාත්මක නො වේ .,"[ මෙය ARG1 , විවාදාත්මක ARG2 , නො ARGM-NEG , වේ be.01 , . O ]","[ මෙය ARG1 , විවාදාත්මක ARG2 , නො ARGM-NEG , වේ be.01 , . O ]"
රැකියාව සඳහා සුදුසුම මිනිසා ඔබයි .,"[ රැකියාව ARG2 , සඳහා ARG2 , සුදුසුම ARG2 , මිනිසා be.01 , ඔබයි ARG1 , . O ]","[ රැකියාව employ.01 , සඳහා O , සුදුසුම O , මිනිසා O , ඔබයි O , . O ], [ රැකියාව ARG1 , සඳහා ARG2 , සුදුසුම ARG2 , මිනිසා be.01 , ඔබයි O , . O ]"
මෙම සංචාර දෙක මා වෙත පැහැදිලි කරන්න .,"[ මෙම ARG1 , සංචාර ARG1 , දෙක ARG1 , මා ARG2 , වෙත ARG2 , පැහැදිලි explain.01 , කරන්න explain.01 , . O ]","[ මෙම ARG1 , සංචාර ARG1 , දෙක ARG1 , මා ARG2 , වෙත ARG2 , පැහැදිලි explain.01 , කරන්න explain.01 , . O ]"
මම හිතන්නේ මූලික වශයෙන් කාරණා දෙකක් තිබේ .,"[ මම ARG0 , හිතන්නේ think.01 , මූලික ARG1 , වශයෙන් ARG1 , කාරණා ARG1 , දෙකක් ARG1 , තිබේ ARG1 , . O ] , [ මම O , හිතන්නේ O , මූලික ARGM-ADV , වශයෙන් ARGM-ADV , කාරණා ARG1 , දෙකක් ARG1 , තිබේ be.02 , . O ]","[ මම ARG0 , හිතන්නේ think.01 , මූලික O , වශයෙන් O , කාරණා ARG1 , දෙකක් ARG1 , තිබේ O , . O ], [ මම O , හිතන්නේ O , මූලික O , වශයෙන් O , කාරණා ARG1 , දෙකක් ARG1 , තිබේ be.02 , . O ]"
එය කළ නොහැකිය .,"[ එය ARG1 , කළ do.02 , නොහැකිය ARGM-MOD , . O ]","[ එය ARG1 , කළ do.02 , නොහැකිය O , . O ]"
මම ඔබ සැමට සුභ දවසක් පතමි .,"[ මම ARG0 , ඔබ ARG2 , සැමට ARG2 , සුභ ARG1 , දවසක් ARG1 , පතමි wish.01 , . O ]","[ මම ARG0 , ඔබ ARG0 , සැමට ARG1 , සුභ ARG1 , දවසක් ARG1 , පතමි wish.01 , . O ]"
"මෙම හේතු නිසා , මම මෙම යෝජනාවට විරුද්ධව ඡන්දය ප්‍රකාශ කළෙමි .","[ මෙම ARGM-CAU , හේතු ARGM-CAU , නිසා ARGM-CAU , , O , මම ARG0 , මෙම ARG1 , යෝජනාවට ARG1 , විරුද්ධව ARG1 , ඡන්දය vote.01 , ප්‍රකාශ O , කළෙමි O , . O ]","[ මෙම O , හේතු ARGM-CAU , නිසා ARGM-CAU , , O , මම ARG0 , මෙම ARG1 , යෝජනාවට ARG1 , විරුද්ධව ARG1 , ඡන්දය vote.01 , ප්\u200dරකාශ O , කළෙමි O , . O ]"
මගේ වාර්තාවට අරමුණු තුනක් ඇත .,"[ මගේ ARG0 , වාර්තාවට ARG0 , අරමුණු ARG1 , තුනක් ARG1 , ඇත have.03 , . O ]","[ මගේ ARG1 , වාර්තාවට ARG1 , අරමුණු ARG1 , තුනක් ARG1 , ඇත have.03 , . O ]"
මම ඒකට ව්‍යතිරේකයක් ගන්නවා .,"[ මම ARG0 , ඒකට ARG1 , ව්‍යතිරේකයක් ARG1 , ගන්නවා take.01 , . O ]","[ මම ARG0 , ඒකට ARG1 , ව්\u200dයතිරේකයක් ARG1 , ගන්නවා take.01 , . O ]"
මම මෙම විෂය බොහෝ වාරයක් මා විසින්ම මතු කර ඇත්තෙමි .,"[ මම ARG0 , මෙම ARG1 , විෂය ARG1 , බොහෝ ARGM-TMP , වාරයක් ARGM-TMP , මා ARGM-REC , විසින්ම O , මතු raise.01 , කර raise.01 , ඇත්තෙමි raise.01 , . O ]","[ මම ARG0 , මෙම ARG1 , විෂය ARG1 , බොහෝ O , වාරයක් O , මා ARG0 , විසින්ම O , මතු raise.01 , කර O , ඇත්තෙමි O , . O ]"
බොහෝ දෙනා එසේ කරන්නේ 2010 සිට ය .,"[ බොහෝ ARG0 , දෙනා ARG0 , එසේ ARG1 , කරන්නේ do.02 , 2010 ARGM-TMP , සිට ARGM-TMP , ය O , . O ]","[ බොහෝ O , දෙනා O , එසේ O , කරන්නේ do.02 , 2010 O , සිට O , ය O , . O ], [ බොහෝ O , දෙනා O , එසේ O , කරන්නේ O , 2010 O , සිට O , ය be.01 , . O ]"
මෙම යුරෝපීය පාර්ලිමේන්තු යෝජනාව මම සාදරයෙන් පිළිගනිමි .,"[ මෙම ARG1 , යුරෝපීය ARG1 , පාර්ලිමේන්තු ARG1 , යෝජනාව ARG1 , මම ARG0 , සාදරයෙන් O , පිළිගනිමි welcome.01 , . O ]","[ මෙම ARG1 , යුරෝපීය ARG1 , පාර්ලිමේන්තු ARG1 , යෝජනාව ARG1 , මම ARG0 , සාදරයෙන් welcome.01 , පිළිගනිමි O , . O ]"
